Probe,"[-25, -5)","[-5, 15)","[15, 35)","[35, 55)","[55, 75)","[75, 95)","[95, 115)","[115, 135)","[135, 155)","[155, 175)","[175, 195)","[195, 215)","[215, 235)","[235, 255)","[255, 275)",Overall_Cluster
L036_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L037_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L038_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L039_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L040_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L041_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L042_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L043_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L044_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L045_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L046_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L047_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L048_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L049_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L050_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L051_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L052_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L053_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L054_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L055_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L056_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L057_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L058_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L059_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L060_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L061_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L062_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L063_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L064_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L065_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L066_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L067_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L068_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L069_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L070_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L071_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L072_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L073_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L074_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L075_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L076_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L077_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L079_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L080_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L081_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L082_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L083_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L084_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L085_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L086_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L087_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L088_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L089_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L090_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L091_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L092_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L093_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L094_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L095_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L096_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L097_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L098_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L099_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L100_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L101_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L102_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L103_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L104_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L105_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L106_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L107_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L108_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L109_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L110_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L111_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L112_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L113_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L114_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L115_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L116_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L117_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L118_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L119_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L120_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L121_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L122_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L123_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L124_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L125_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L126_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L127_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L128_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L129_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L130_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L131_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L132_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L133_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L134_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L135_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L136_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L137_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L138_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L139_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L140_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L141_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L142_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L143_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L144_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L145_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L146_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L147_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L148_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L149_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L150_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L151_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L152_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L153_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L154_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L155_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L156_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L157_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L158_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L159_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L160_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L161_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L162_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L163_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L164_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L165_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L166_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L167_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L168_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L169_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L170_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L171_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L172_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L173_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L174_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L175_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L176_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L178_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L179_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L180_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L181_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L182_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L183_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L184_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L185_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L186_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L187_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L188_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L189_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L190_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L191_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L192_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L193_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L194_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L195_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L196_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L197_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L198_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L199_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L200_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L201_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L202_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L203_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L204_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L205_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L206_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L207_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L208_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L209_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L210_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L211_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L212_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L213_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L214_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L215_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L216_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L217_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L218_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L219_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L220_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L221_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L222_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L223_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L224_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L225_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L226_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L227_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L228_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L229_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L230_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L231_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L232_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L233_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L234_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L235_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L236_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L237_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L238_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L239_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L240_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L241_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L242_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L243_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L244_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L245_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L246_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L247_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L248_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L249_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L250_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L251_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L252_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L259_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L260_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L261_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L262_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L263_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L264_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L265_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L266_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L267_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L268_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L269_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L270_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L271_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L272_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L273_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L274_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L275_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L276_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L277_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L278_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L279_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L280_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L281_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L282_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L283_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L284_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L285_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L286_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L287_S5,7,7,7,7,7,4,4,6,4,7,4,4,4,4,4,4
L288_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L289_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L290_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L291_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L292_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L293_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L294_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L295_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L296_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L297_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L298_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L299_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L300_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L322_S5,0,6,0,0,0,7,1,5,1,0,0,0,0,5,6,2
L323_S5,0,6,0,0,0,6,0,2,1,0,0,0,0,5,6,2
L324_S5,6,2,2,2,5,3,6,3,0,2,6,6,6,6,1,0
L325_S5,2,0,6,6,2,5,5,0,3,3,7,7,3,2,0,1
L326_S5,6,2,2,2,5,0,3,4,0,2,2,5,2,1,5,1
L327_S5,0,6,0,0,0,7,1,3,6,0,0,0,0,3,1,2
L328_S5,5,4,5,5,0,6,0,5,1,0,0,0,0,5,6,2
L329_S5,5,4,5,5,1,1,0,5,7,4,3,3,7,7,7,3
L330_S5,0,6,0,0,0,7,1,5,1,0,0,0,0,5,6,2
L331_S5,3,0,3,3,3,0,3,4,0,6,2,5,2,1,5,1
L332_S5,3,0,3,3,3,0,3,4,0,6,2,5,2,1,5,1
L333_S5,3,0,3,3,3,0,3,4,0,6,2,5,2,1,5,1
L334_S5,2,0,3,3,3,0,3,0,0,6,2,5,2,1,3,1
L335_S5,2,0,3,3,3,0,3,0,0,6,2,5,2,1,3,1
L336_S5,6,2,2,2,5,0,3,0,0,6,2,5,2,1,3,1
L337_S5,6,2,2,2,5,3,6,4,6,2,6,6,6,6,1,0
L338_S5,0,6,0,0,0,7,1,4,6,0,0,0,0,3,1,2
L339_S5,0,6,0,0,0,7,1,4,6,0,0,0,0,3,1,2
L340_S5,0,6,0,0,0,3,6,4,6,2,6,6,6,6,1,0
L341_S5,2,0,3,3,3,0,3,0,0,6,2,5,2,1,3,1
L342_S5,2,0,6,6,2,5,5,0,5,5,1,1,1,2,0,5
L343_S5,6,2,2,2,5,0,3,4,0,6,2,5,2,1,5,1
L344_S5,0,2,2,2,5,0,3,0,0,6,2,5,2,1,3,1
L345_S5,2,0,3,3,3,0,3,0,3,3,7,7,3,2,0,1
L346_S5,3,0,6,6,2,5,5,0,5,5,1,1,1,0,2,5
L347_S5,2,0,3,3,3,0,3,0,3,3,7,7,3,2,0,1
L348_S5,2,0,3,3,3,0,3,0,0,6,2,5,2,1,5,1
L349_S5,6,2,2,2,5,0,3,0,0,2,2,6,6,6,5,0
L350_S5,4,5,1,1,2,5,5,0,5,3,7,7,3,1,3,1
L351_S5,3,0,6,6,2,5,5,0,5,5,1,1,1,2,0,5
L352_S5,4,5,1,1,6,2,2,1,2,1,5,2,5,0,2,1
L353_S5,0,6,0,0,0,3,6,4,6,0,0,0,0,3,1,2
L354_S5,6,2,2,2,5,3,6,4,6,2,6,6,6,6,5,0
L355_S5,3,0,6,6,2,5,5,0,5,5,1,1,1,2,0,5
L356_S5,2,0,3,3,3,0,3,0,0,6,2,5,2,1,3,1
L357_S5,2,0,3,3,3,0,3,0,0,6,2,5,2,1,5,1
L358_S5,0,6,0,0,0,7,1,2,1,0,0,0,0,3,1,2
L359_S5,0,3,0,0,0,6,0,2,1,0,0,0,0,5,6,2
L360_S5,0,6,0,0,0,6,0,2,1,0,0,0,0,5,6,2
L361_S5,6,2,2,2,5,0,6,5,0,6,2,5,2,1,3,1
L362_S5,6,2,2,2,5,3,6,5,0,2,2,5,2,1,5,1
L363_S5,0,3,0,0,0,6,0,2,1,0,0,0,0,5,6,2
L364_S5,0,6,0,0,0,7,1,2,6,2,6,6,6,6,1,0
L365_S5,0,3,0,0,0,6,0,2,1,0,0,0,0,5,6,2
L366_S5,0,3,0,0,0,6,0,2,1,0,0,0,0,3,1,2
L367_S5,0,2,2,2,5,0,6,5,0,6,2,5,2,1,0,1
L368_S5,2,0,3,3,3,0,3,5,3,3,7,7,3,2,0,1
L369_S5,0,6,0,2,0,3,1,2,0,2,2,5,2,1,5,1
L370_S5,0,6,0,0,0,6,0,2,1,0,0,0,0,5,1,2
L371_S5,2,0,3,3,3,0,3,5,3,3,7,7,3,2,0,1
L372_S5,0,6,0,0,0,7,1,2,6,2,6,6,6,6,5,0
L373_S5,0,6,0,0,0,6,0,2,1,0,0,0,0,3,1,2
L374_S5,5,4,5,5,1,1,7,7,7,4,3,3,7,7,7,3
L375_S5,0,6,0,0,0,7,1,2,6,0,0,0,0,3,1,2
L376_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L377_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L378_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L379_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L380_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L381_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L382_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L383_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L384_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L385_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L386_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
L387_S5,1,1,4,4,4,2,2,1,2,1,5,2,5,0,2,1
