Probe,"[-25, -5)","[-5, 15)","[15, 35)","[35, 55)","[55, 75)","[75, 95)","[95, 115)","[115, 135)","[135, 155)","[155, 175)","[175, 195)","[195, 215)","[215, 235)","[235, 255)","[255, 275)"
L029_S5,-0.3818974013610725,-0.37609430986908005,-0.36698812578914725,-0.3582499191564438,-0.3506148398330841,-0.34264944594314906,-0.3254110951262607,-0.2342628888893001,-0.3430302474021654,-0.33913521733452995,-0.332495442230182,-0.32933765715042723,-0.32651681086509243,-0.3229547626355149,-0.3200919879933537
L030_S5,-0.39376271850673755,-0.3883616874914167,-0.3798289727957412,-0.37115901575730115,-0.36394700347253395,-0.3556820715361989,-0.33911402273653607,-0.27553461097511156,-0.34615274885610625,-0.33712471784920295,-0.32775273885019895,-0.323304950006486,-0.31921647428315747,-0.31344558345756235,-0.30952543848326514
L031_S5,-0.3837336882713365,-0.3824497533633208,-0.3767498811128597,-0.36992008903654766,-0.3638600582493565,-0.3567026200857737,-0.34171913054291925,-0.2743828261170249,-0.3535919141811045,-0.3474385397562245,-0.33967525679916877,-0.3349827109495608,-0.33095678165176623,-0.32590452400507486,-0.31959340389554064
L032_S5,-0.45283471880039944,-0.4498613481127364,-0.44353637872460755,-0.4351257553703547,-0.4272270875064298,-0.4189054218739933,-0.4011961182991127,-0.31797274066371667,-0.4188558777287677,-0.4151272435551776,-0.4113627340638693,-0.4103050980263079,-0.40994556962776635,-0.40872819742877886,-0.4080823782734152
L033_S5,-0.3831580593568161,-0.38079093688870885,-0.37370200849397023,-0.36530746955312726,-0.3585234786287031,-0.3503015173336764,-0.3325460025320638,-0.2558221762604518,-0.34783718083309456,-0.3400931374112411,-0.3316654290414295,-0.3264172300171412,-0.3210724131207339,-0.3153241557112176,-0.3112354028067527
L034_S5,-0.4067649794409403,-0.40236378112937554,-0.39486407401435386,-0.3869817561077345,-0.38078652053239104,-0.37226006154606645,-0.35284798155542907,-0.2583231530301694,-0.37664931613627295,-0.3736162948255366,-0.36800637364192135,-0.36413092650343676,-0.3603863362681917,-0.3561220923442243,-0.35117139193487296
L035_S5,-0.3739316378210573,-0.3712623439088545,-0.3644228107022506,-0.35656393915743245,-0.34963396265510266,-0.34158150602778126,-0.3255223533620359,-0.25470841053860327,-0.3392234966125772,-0.33167573835878955,-0.32485611311321916,-0.3232788959120284,-0.3217927440455649,-0.3197693244555004,-0.317294543085265
L036_S5,-0.37242968599968873,-0.3694206369739766,-0.36268881469080166,-0.354585988315838,-0.34682470340525523,-0.3391383994119055,-0.32382698976927055,-0.2434942276228183,-0.34409427148869837,-0.33957291561282443,-0.33365104513355626,-0.3309522214887808,-0.32809641585650523,-0.3243262496228051,-0.3200964662936335
L037_S5,-0.4127656297061629,-0.40821444695328235,-0.3992160115348576,-0.3907704460027378,-0.38193706751482553,-0.3709004196033181,-0.3510050305070435,-0.25877938266502726,-0.371530541799983,-0.36857588766513927,-0.36230935558115046,-0.3590172183276342,-0.3554037886318876,-0.3508855056654797,-0.346713990389754
L038_S5,-0.42242556218287497,-0.4176415357276892,-0.4097377280734643,-0.4004176131604926,-0.39176356599062867,-0.3814719625451914,-0.363086766681737,-0.281751714599697,-0.3818171992765567,-0.37986866505596195,-0.3768253640155556,-0.3755994651728374,-0.37385528261266116,-0.37119704548778226,-0.3672328158882243
L039_S5,-0.46931120185101494,-0.4641670399147367,-0.45808089465191526,-0.4501427601611373,-0.4437660948628777,-0.4372752957663409,-0.42414256178369314,-0.3613667104313349,-0.433468202357131,-0.42749201765346834,-0.42106626989372964,-0.41706889885108794,-0.4132972818405038,-0.4084180163363097,-0.4041265463596291
L040_S5,-0.41891759982813337,-0.4158309201710566,-0.41053872005817676,-0.4033416534979351,-0.3973415663280659,-0.39057437314748444,-0.3785229008221163,-0.3303440701106476,-0.38172634798916816,-0.37514783427250803,-0.3676230438793864,-0.3632971954807955,-0.3598204728584915,-0.3557837820840557,-0.3524775628498023
L041_S5,-0.4043765795398396,-0.40311454646876715,-0.3988253272483275,-0.39223549850958683,-0.38726604998005576,-0.382649392857391,-0.3729607458921017,-0.32958368738588445,-0.37858420301362977,-0.3724763375720856,-0.36667033308881825,-0.3637843280953501,-0.3610996812250018,-0.3581413104363767,-0.35405765646517684
L042_S5,-0.47161473994056113,-0.4679373267531186,-0.4639652422278044,-0.4578760887691408,-0.45331318684478084,-0.448711322587678,-0.4384630861313331,-0.38672693657665497,-0.44441046236702225,-0.43883495639965936,-0.4331555924255599,-0.4303217482318232,-0.4278242142308188,-0.424948843970256,-0.4215277284800081
L043_S5,-0.5080163673715921,-0.5042282807836852,-0.5000018537805553,-0.49352165665162895,-0.48837321499476866,-0.48239351018621707,-0.4697697913327378,-0.4093229765475317,-0.4773313676043509,-0.4714576365796816,-0.46503451443453575,-0.4616190318194392,-0.45951178895536215,-0.4569431113611224,-0.4551485678302899
L044_S5,-0.46032607414088095,-0.45568915262911,-0.4506516493950438,-0.4441343987566444,-0.4391799453723667,-0.4343648122326454,-0.4249819181338613,-0.3806828687644354,-0.4279778380706211,-0.42165631029424755,-0.41448631026695243,-0.4099127075734171,-0.40564687063885024,-0.40088320063174554,-0.3949490163196454
L045_S5,-0.46502925887763746,-0.45865655034692454,-0.44993539486973844,-0.43978169396988537,-0.4296185032079976,-0.41859656090382574,-0.3999450307907015,-0.319962896218337,-0.40517662037628716,-0.3972916455052646,-0.3873516955281793,-0.38009892833385317,-0.3730852736930142,-0.36536442455292034,-0.35949431300480283
L046_S5,-0.6755968892692022,-0.6641286393108894,-0.6570405942316655,-0.6466161590276474,-0.6396011120542121,-0.6318413790122125,-0.6084049733518236,-0.45688722442542795,-0.6425060003519985,-0.6414989913620225,-0.6379428683310214,-0.6359812705497694,-0.6349093356891539,-0.6335516627423832,-0.6331060417713296
L047_S5,-0.4375514132688697,-0.43535173344753963,-0.42942090193387755,-0.4217358165806735,-0.4156861642901099,-0.4100718347086979,-0.3960684002897442,-0.32362589376743617,-0.4103134012740415,-0.40346311032380555,-0.39517306618509074,-0.3900721198849938,-0.38548614314894114,-0.37981977575931547,-0.3753795904804838
L048_S5,-0.4598087238198377,-0.4558208337605014,-0.4493422326538879,-0.44068879626123425,-0.43439711396923125,-0.42722587494070335,-0.4107279973559373,-0.3272074913709998,-0.4249592835851339,-0.4180463108159662,-0.41000504099279883,-0.40324285939228693,-0.3980507947440268,-0.39247562048072393,-0.3884957856165145
L049_S5,-0.45316700902636586,-0.44875211747122357,-0.4432661108277613,-0.4361896728620227,-0.4296235679782798,-0.4232098652360112,-0.41392269812605453,-0.378728782646759,-0.40945563416428266,-0.4020051948016489,-0.39469109717403733,-0.38956445980207866,-0.3843598498602237,-0.3782491038548024,-0.3716842463663036
L050_S5,-0.4672745183737064,-0.4614456298659798,-0.4548207323978793,-0.44623191035870313,-0.43975901744129564,-0.4341172332010032,-0.42662808590808665,-0.38154561070214743,-0.4284754739510919,-0.4228901178254844,-0.4169963984609577,-0.41339685056860265,-0.41047417454135465,-0.40679412708750035,-0.4028106724607603
L051_S5,-0.46046103509419656,-0.4589116825389955,-0.4553193454484965,-0.4496151333269144,-0.4455522705157254,-0.4415740194807632,-0.4331802120788767,-0.3857584234522291,-0.43696311224135836,-0.4313325975556202,-0.4245827992006667,-0.42029802752779527,-0.4186935540273844,-0.4173304010103693,-0.41530214470776483
L052_S5,-0.5190555598939312,-0.512625696266795,-0.5064882833048642,-0.4974385711303187,-0.4903847729251731,-0.4834107903657372,-0.47192608190228613,-0.4157097040107182,-0.47449124177337454,-0.4665758040265777,-0.457352682226748,-0.4499341652142396,-0.4431087360420766,-0.4345918267567247,-0.4262165088729145
L053_S5,-0.4509606019259484,-0.4468034196170902,-0.44091486932252505,-0.43298492465218574,-0.4268092439581503,-0.4207487825848346,-0.4119230773170875,-0.3756409463894678,-0.4098174023537038,-0.40264434755553563,-0.39497819352338365,-0.39004685530855004,-0.38500255891815477,-0.377438679725949,-0.36996905735915636
L054_S5,-0.4711597579388531,-0.4644971571955167,-0.4521546243329509,-0.4453603297425647,-0.43836536148531674,-0.4311993958346846,-0.4228997997214964,-0.3873225697110527,-0.42404258591058247,-0.4180584466277489,-0.4114870355559048,-0.4065919948071016,-0.40139862586341923,-0.3947829724798514,-0.38849653199989437
L055_S5,-0.4593680558586329,-0.4580429528527324,-0.45593569896902697,-0.4517109121643288,-0.44857002947552244,-0.4460565890107614,-0.4413217416178843,-0.4120740022517387,-0.4424567504481345,-0.4383187798718369,-0.4333785331661137,-0.42981093007685267,-0.4262942872342219,-0.4215672618641213,-0.4163799223084265
L056_S5,-0.45012323055651277,-0.44765386025732673,-0.44495104831007976,-0.43963354259278836,-0.4357072012155543,-0.43252880535442706,-0.4281523994240819,-0.4079830457075485,-0.4248790725386106,-0.41973399770787456,-0.4143154959585425,-0.41025535839143445,-0.40607534334413775,-0.4012367158474273,-0.39633057195595073
L057_S5,-0.46703015725368796,-0.46418807231766723,-0.4613437328257219,-0.4568329644532058,-0.4535824637981166,-0.4508553733435502,-0.44534595957446177,-0.4162380725194638,-0.44531406436050863,-0.44078801304254844,-0.4355814763830249,-0.4319742094348423,-0.42799420611932953,-0.42269090807654647,-0.4166590696925314
L058_S5,-0.47998436390905863,-0.4763036508579831,-0.4725023182697682,-0.46720875914393517,-0.4631008554150873,-0.45984829354901136,-0.45368729982261663,-0.42035096318071447,-0.45492302034196747,-0.4508898627704329,-0.44629546305136664,-0.4433685334109397,-0.4415353408000158,-0.4393122051957964,-0.4384624209879122
L059_S5,-0.4487613518457824,-0.44629772749445495,-0.44230099576377585,-0.4368559208677985,-0.4324243859443234,-0.42876200886640453,-0.424153157806148,-0.4029518466786994,-0.4216076077125552,-0.41686104653185996,-0.41175087549706374,-0.40850578647271,-0.40514698581601505,-0.401018524735813,-0.39729489928285855
L060_S5,-0.45895499354696995,-0.45744764440456676,-0.4551641421017928,-0.4506781844362601,-0.4477495366898097,-0.445581041167805,-0.44086686951107534,-0.41410120209295004,-0.4435592430977959,-0.43991423459419704,-0.4357266284479179,-0.43295163273600695,-0.4303826309638392,-0.4253441728135991,-0.42097689754559786
L061_S5,-0.47032647629527563,-0.46681437932708586,-0.46344611379227796,-0.4584712934244959,-0.4545895089558894,-0.4518121886770588,-0.4483915591714653,-0.4255542231722825,-0.44655160622115314,-0.44254851480515267,-0.43812524627164623,-0.43553414615935887,-0.432726811344216,-0.4283547540052119,-0.42362506577769465
L062_S5,-0.4567833491163458,-0.45269615024685816,-0.4472353918210472,-0.4413732382957764,-0.436921057826516,-0.43383533628378673,-0.43019591804036167,-0.4135616228132624,-0.42624184184943936,-0.4219920677535678,-0.41780235329641296,-0.41525300741919885,-0.41282456467108347,-0.40890229416940493,-0.40540211555598016
L063_S5,-0.29302459117127105,-0.29895842934732547,-0.2990911214725363,-0.2991522481941833,-0.3004195898231918,-0.3028889071354126,-0.3105350364584914,-0.3371192751582162,-0.29853030466315894,-0.2968896474649787,-0.2949587974708205,-0.29557786687756676,-0.29651751174562174,-0.296650949845462,-0.2958703545469036
L064_S5,-0.511892405053558,-0.5082875345492873,-0.5058424946668554,-0.49994588157078057,-0.4947902789422864,-0.48971629329373506,-0.4823888972176381,-0.4492864504068918,-0.4814597810600986,-0.47691713377364,-0.47190718402642867,-0.4683646737299004,-0.4647683417818229,-0.4600950986390079,-0.4554933969518312
L065_S5,-0.4492306478879936,-0.4469945401480681,-0.4432741385870736,-0.43802033870884227,-0.43343987238589987,-0.4295398809394192,-0.4255768091088228,-0.4120525555595018,-0.4162506556768952,-0.4100593285547396,-0.4032310106494243,-0.3978938748483527,-0.3923642167749407,-0.38599678893655126,-0.3795608301750177
L066_S5,-0.2359994986695627,-0.2448429710592423,-0.24631930767348667,-0.2481292604748752,-0.25024797540794946,-0.25413217975216035,-0.2649115912031807,-0.31036306431820293,-0.24745633002951214,-0.24576713580347267,-0.24281632642474432,-0.2426225251336105,-0.24187947963478712,-0.2400649476553286,-0.23781516248688314
L067_S5,-0.4564970683062824,-0.4564234578270776,-0.45484392370255916,-0.4542216881340793,-0.4530489746617273,-0.45065028312261884,-0.44612325350739473,-0.41147885654216454,-0.4597577820951599,-0.4621559413753337,-0.46347473119576904,-0.4642591800578032,-0.46471090160031686,-0.4646033679486704,-0.4630393329232232
L068_S5,-0.4618280259622495,-0.461820555309525,-0.46111003583240934,-0.4617904041008639,-0.46106735014679334,-0.4588179398892725,-0.45322637284583356,-0.41760871112333164,-0.4625275186404117,-0.4630725996919838,-0.4630857878174647,-0.4627409369171412,-0.46186994127178077,-0.4602950438040063,-0.4586714973836994
L069_S5,-0.4980537951813843,-0.49652493459728464,-0.493932867740484,-0.49149692116463545,-0.48835802068392203,-0.4852582365391469,-0.480590600835312,-0.435979265298714,-0.49912421785667827,-0.5020010476742751,-0.5042247700105231,-0.5054751784536033,-0.5061726218048948,-0.5063774627256242,-0.5055376561947449
L070_S5,-0.480516028270605,-0.47982154886119815,-0.47921709294784814,-0.47972105264122256,-0.48043756409097815,-0.47966033572798805,-0.4756331760439669,-0.4400819200386697,-0.4855570922733169,-0.4864906711619194,-0.4873197670937085,-0.4874425870169304,-0.48695034268580517,-0.48566907356442734,-0.48316406799707484
L071_S5,-0.4722189969360878,-0.47207613786893643,-0.4719787299679571,-0.4724599023988209,-0.47294339233011723,-0.472581046189544,-0.469367142479456,-0.4360133850363636,-0.4822307892828017,-0.4848935983313217,-0.48749218529233834,-0.48926163652087495,-0.4897579256115744,-0.48900352030847116,-0.48741472134594493
L072_S5,-0.5121766410006925,-0.5114945187700503,-0.511754493413709,-0.5128237884080386,-0.5133703887224516,-0.512325243147007,-0.5059816980719604,-0.4587278692393669,-0.5209129757086728,-0.5219854934638374,-0.5230448178497927,-0.5234114486925846,-0.5229459310232926,-0.5218317795092363,-0.5198368689880116
L073_S5,-0.5327561415183958,-0.5310766003507223,-0.5302540187621919,-0.5309433082946378,-0.5313680499201665,-0.5303625603862906,-0.5248797041200668,-0.47608457978173174,-0.54299884182483,-0.5454731435879937,-0.5478080808985745,-0.5492436885882284,-0.5498473414347886,-0.5501920625324489,-0.5504072394643984
L074_S5,-0.513676547959132,-0.5131835121706061,-0.5130692619944065,-0.514143288684757,-0.514681320097155,-0.5141269321396511,-0.5095033618206823,-0.4652642361233882,-0.5272226385418131,-0.531024246079561,-0.5347171289244719,-0.5373969707901864,-0.5393070681284521,-0.5404684934817604,-0.5398354652706501
L075_S5,-0.47224353529123614,-0.47293023631837827,-0.47360122932229126,-0.47535188659034167,-0.47629711438529854,-0.4763797092855997,-0.4737364880245606,-0.4441080490813256,-0.4840993792747669,-0.4857147882619482,-0.4869629015198004,-0.48800709239684364,-0.48834443141532735,-0.48765027926779675,-0.4857771562103136
L076_S5,-0.4641837080564858,-0.46532656543282264,-0.46494998070344207,-0.46656590346085886,-0.4676540838987641,-0.4677152602706342,-0.4660256111124653,-0.43591931204541534,-0.47928262408303896,-0.48157162211934873,-0.4840261785273253,-0.48572775389081596,-0.4869666432778542,-0.4873765900685592,-0.4864989089387345
L077_S5,-0.4713765134093297,-0.47379988045694277,-0.4749632724856054,-0.4771444316149843,-0.47848425101881853,-0.47911451792885595,-0.47657546518369576,-0.4438623869702484,-0.48863130340333055,-0.4903207333605263,-0.4920175615475368,-0.4927434109620189,-0.4923830971501288,-0.49238206142350327,-0.4914325030802677
L079_S5,-0.491918183962846,-0.48976987544736283,-0.4892196810509285,-0.4899374329846662,-0.48966051077482187,-0.48871698914951556,-0.4842280639722898,-0.4523250567570028,-0.4927065156547516,-0.4936516091678065,-0.49418361528939236,-0.49494932429275723,-0.4955997473144604,-0.4959073303592377,-0.49547566184950903
L080_S5,-0.5239714103753061,-0.5233924576626496,-0.52274092801917,-0.5238614991929327,-0.5250919554121692,-0.5247654766676454,-0.5197701507206208,-0.4761401462116183,-0.5353967989665857,-0.5379521764992211,-0.5398720320909465,-0.5407690022274031,-0.5425330329168117,-0.5435300112743423,-0.5432441981669258
L081_S5,-0.5062588076840954,-0.5056904900135113,-0.5056007699142306,-0.5067435172708025,-0.5075239555600589,-0.5070672528215351,-0.5026484921511842,-0.46540412704775164,-0.5145992204751998,-0.5155794029508317,-0.5166501075434039,-0.5168734500197699,-0.5163115900593588,-0.5148633483975388,-0.5113721350758894
L082_S5,-0.5147899758239859,-0.5139946313618854,-0.5146516225521792,-0.5166913190943624,-0.5183524344233528,-0.519114464843098,-0.5152426216974413,-0.47444683237454977,-0.5305857731353236,-0.5324433270040132,-0.5341653906888568,-0.5347955089345018,-0.5343307302414999,-0.5333411705849498,-0.5309624596496899
L083_S5,-0.44392116129278125,-0.44630778646976954,-0.44763231992037583,-0.4501730835424145,-0.4521508220650212,-0.4532772355540705,-0.4526110466847093,-0.432745201594353,-0.45924459509342436,-0.459812111593043,-0.46038884641285144,-0.46035027637115844,-0.459529641984749,-0.4575908424659845,-0.4548843481137842
L084_S5,-0.48387778292592143,-0.4851573780394564,-0.48614148134130386,-0.48789103793961747,-0.48884845927291276,-0.48855275355426775,-0.4850931535198483,-0.453926734727241,-0.4944073172330712,-0.4954444730951645,-0.49651647361410844,-0.49687890631864295,-0.4971475273404442,-0.49655278072077286,-0.4948322793759838
L085_S5,-0.4316560734444919,-0.43099802604090937,-0.4296474631411347,-0.43274147121964607,-0.4383932177218687,-0.44394031940035394,-0.4482038582022662,-0.4346174003416703,-0.46381498778511654,-0.46969066238412666,-0.47765231879379394,-0.48349025983952304,-0.48839022831679835,-0.4949243299853096,-0.49963376365926415
L086_S5,-0.45127653324848266,-0.4563237825262327,-0.45994065889258956,-0.4655920897307003,-0.4727298278498856,-0.4773495980993269,-0.4783041305613191,-0.4531970597663625,-0.4939587901565942,-0.49913537798533014,-0.5058575302542914,-0.5097488394626536,-0.5120734361266247,-0.5150534103414537,-0.5157108616635947
L087_S5,-0.44907932803124573,-0.44818790040130324,-0.4475930730970713,-0.44953889168256034,-0.45311819318891705,-0.45674007362700747,-0.458278404980525,-0.43956330002639543,-0.4689615904436696,-0.4721566593383627,-0.4765857317976192,-0.4797582081879839,-0.4824226591895345,-0.48649318215324266,-0.48881792210026903
L088_S5,-0.39570738315223997,-0.3931177539106319,-0.3874651558482176,-0.38596982155539883,-0.3841419308443331,-0.3778375350443835,-0.35540162296703187,-0.22211187546262104,-0.4004007891878875,-0.4131741869122885,-0.41883044692731225,-0.4234687318714765,-0.42767362780903295,-0.4336187096038802,-0.43757422476576036
L089_S5,-0.39748948119488486,-0.3989473873316081,-0.39649549310125715,-0.3965899360609901,-0.3963345211702931,-0.39250352857226134,-0.3728108878602412,-0.23738240776012307,-0.42960088404261715,-0.4424352472285145,-0.4523525544664853,-0.46070950706746694,-0.46738652735235614,-0.4745618535620379,-0.4796612907949243
L090_S5,-0.4119763126155594,-0.4149576182232868,-0.4150405090858428,-0.41765342307844266,-0.42077119365341525,-0.41894382522213575,-0.4005172160032598,-0.26509445867914955,-0.45573495256799884,-0.46804181008992274,-0.47698911018790174,-0.4851229830921955,-0.4931942456592327,-0.5010899394459104,-0.506071320311416
L091_S5,-0.4551638176765584,-0.45455523177546125,-0.45541211066721604,-0.4562109019458625,-0.45684586411659905,-0.45637074781082837,-0.45477187840673844,-0.4354206764509072,-0.4604150215886105,-0.4611713225127007,-0.46278505840125,-0.46456393401115503,-0.46585427169975235,-0.46678375856926263,-0.46582707484737246
L092_S5,-0.43227873420637986,-0.4351880464856016,-0.4378509411850111,-0.44129353112213354,-0.4440978373163604,-0.4460459668080836,-0.4465720707442295,-0.43054350366630495,-0.4529611236224141,-0.4538089300312216,-0.4554175886765453,-0.45582475911568515,-0.45551503902868656,-0.4548463479958527,-0.4523570939892409
L093_S5,-0.43442072812453314,-0.4339087277160415,-0.4351357745909522,-0.436803071546144,-0.4369379403941232,-0.43683733417901344,-0.4362916583868493,-0.42303374940962224,-0.4383340663528527,-0.43828560865296434,-0.43885501632166046,-0.4389440744612412,-0.43804856653887264,-0.4375856824972729,-0.43605010990388277
L094_S5,-0.4538234100265828,-0.4526687166778183,-0.4516328199776537,-0.4522030173233412,-0.45246821433603773,-0.45252060788641135,-0.45152117008936027,-0.4332842934492171,-0.45598949986870013,-0.4563720134797189,-0.4570928520111386,-0.4580448837706731,-0.45877360500114406,-0.4591082970262015,-0.45842145895141295
L095_S5,-0.4495619156824956,-0.44906211680137437,-0.44949654402733474,-0.45065999040749377,-0.45102222242047624,-0.45134317757421166,-0.45106781170004484,-0.433689830902424,-0.457674750325755,-0.4588833174646102,-0.460732880865001,-0.46191983818272175,-0.46321900931850096,-0.4645813207631762,-0.46482020366780685
L096_S5,-0.44100620918745675,-0.44113564425344937,-0.44440694462335967,-0.4473417461134479,-0.4507200244603063,-0.45241520295214777,-0.4531983690722031,-0.435843273772939,-0.4627288647367863,-0.4647068890120484,-0.46706183167237775,-0.4689828663347566,-0.47029967601710926,-0.471569518317041,-0.47190487471038367
L097_S5,-0.36065638768582975,-0.36068030187786826,-0.3563343972085166,-0.3549879897133412,-0.3560695974269885,-0.35283286994102864,-0.3382284980028149,-0.23236631890080447,-0.3871921578736811,-0.39621722163543993,-0.40562962847315265,-0.41180912984272044,-0.41877428076896017,-0.42508036683544514,-0.42954239321401466
L098_S5,-0.3865934290775774,-0.38801968233071943,-0.38651431235634287,-0.3859594249675324,-0.3882536801850802,-0.38527144273376074,-0.3689713434378757,-0.25756325773022987,-0.4141324292646281,-0.42096861429323024,-0.4291282240836129,-0.4374755709554525,-0.44629511367831726,-0.4548569914647119,-0.4617443577589932
L099_S5,-0.14762665746590783,-0.15140423490938365,-0.14776964238288276,-0.14748595801590927,-0.14937210156945605,-0.14413028300671074,-0.1294247932263446,-0.05719558580762335,-0.14440968964913134,-0.1410965682321666,-0.13784652320873259,-0.13597995844684513,-0.1339307493371059,-0.13312241354881796,-0.1285005990413748
L100_S5,-0.41823154831544557,-0.4223674252209606,-0.42539275070563504,-0.42796250633036226,-0.43084333348790393,-0.43340963108416425,-0.436229595969614,-0.4227081496274801,-0.44372457607124177,-0.44743034735825654,-0.45131002582360774,-0.4545946900500838,-0.4570216794652135,-0.45897449341768537,-0.4594872944179953
L101_S5,-0.5015862958912742,-0.5029827967492743,-0.5071599391673236,-0.5121852646365733,-0.5182908130515863,-0.5224089818582187,-0.5217046816773656,-0.4792274950440859,-0.541388891533899,-0.5458525899697315,-0.550017439676365,-0.5526086143633203,-0.5539822582845458,-0.5550279986334209,-0.554869119309797
L102_S5,-0.47797017392396945,-0.4772318199438326,-0.47829211668042404,-0.4804817363201187,-0.48399472108582686,-0.48611863495604235,-0.48610128937054614,-0.4561971595554118,-0.5003953174000518,-0.5039152697194598,-0.5074076901517394,-0.5098617405386363,-0.5120082337584287,-0.5137336202029084,-0.5148502816265013
L103_S5,-0.4723457784376874,-0.4772446222760513,-0.4814657575285388,-0.4865299513114331,-0.49237776003120953,-0.4967375692637085,-0.49720289346817226,-0.4652208553140908,-0.5138928721777553,-0.5186392456282993,-0.5237962404177745,-0.5280806582265813,-0.5309169205352426,-0.5333495333104821,-0.5349242626305157
L104_S5,-0.5079611560725082,-0.5100908344875094,-0.5121442857269823,-0.514819066896077,-0.517994523990079,-0.5197444431711382,-0.5176123464335788,-0.4779226587913995,-0.5343671510428484,-0.5385185143824118,-0.5434543208968957,-0.5471759409099163,-0.549525986905823,-0.5510777511910926,-0.5518903032403781
L105_S5,-0.5044439918345861,-0.5049250934372984,-0.506468659893212,-0.509034232130713,-0.5124984041055368,-0.5149840621864918,-0.5138341075697017,-0.4756410231922866,-0.5314091640822869,-0.5354222642695963,-0.5401639401109523,-0.5445689524281345,-0.5480651433707671,-0.5506178012868185,-0.5517887951007037
L106_S5,-0.5176834568685557,-0.5200665946427139,-0.5233269544489655,-0.5267734101778643,-0.5305543101614967,-0.5324208164282275,-0.5277928534363855,-0.47183764729400046,-0.5498789852643653,-0.5534115826020897,-0.556880485926939,-0.5585568430797779,-0.5590959868759108,-0.5594435177144529,-0.5604358809219173
L107_S5,-0.46353753137091397,-0.46741791784596337,-0.47055692459642967,-0.47361479003432033,-0.4772003317522868,-0.47886367052715906,-0.4764157679881273,-0.4373230955372857,-0.49141086170938114,-0.49407474447196187,-0.49652689890053725,-0.49911561085192196,-0.5000987107199781,-0.5015567315801656,-0.5018012609946669
L108_S5,-0.4984883285538021,-0.5005732149352707,-0.5027892702084246,-0.5043930220306597,-0.5067785902001987,-0.5075035802238353,-0.5023169880200988,-0.45259167813549345,-0.5194274343878595,-0.5211756302908747,-0.5221939540881827,-0.5219532089209763,-0.521145879929884,-0.5209035169751558,-0.5199637541626048
L109_S5,-0.5015269948663325,-0.5062876273662795,-0.5104843234958576,-0.5144317939980513,-0.5198760861499075,-0.5235177763992701,-0.5222087496027146,-0.48087694064703357,-0.5396127897894556,-0.5427425859368956,-0.5457807636607326,-0.5470756721221555,-0.5472516662056561,-0.5474817792122219,-0.5469925355010831
L110_S5,-0.478101045151427,-0.48314832633343524,-0.48781303922476843,-0.4918547370637062,-0.4972374071169581,-0.5008998385283477,-0.5003287200923334,-0.46632584738911514,-0.5148955102592958,-0.5184952339951451,-0.5220014872618053,-0.5243186048905153,-0.5263706077909159,-0.5292107444197902,-0.5315565808201378
L111_S5,-0.45098002812377413,-0.458053011828047,-0.4638831806881679,-0.46852392750904265,-0.47502923355799376,-0.4803597669196903,-0.4818802881398085,-0.45473196053577214,-0.49633647474996195,-0.5004387641707877,-0.5041341502131037,-0.5070929008640124,-0.508911897487792,-0.5133633795361621,-0.5143949877647258
L112_S5,-0.46020440479660396,-0.4653018752206868,-0.46915117474352663,-0.47170355063153563,-0.47746792044886177,-0.48244008445949627,-0.4847904100211402,-0.4572110031884292,-0.5020576504152429,-0.5083270418295154,-0.5152611386130469,-0.5212055353618462,-0.526327139545452,-0.5331761968176317,-0.5388532247426232
L113_S5,-0.45292162547488296,-0.4578289710142212,-0.4611769338266781,-0.46442074083107887,-0.4714062345494767,-0.47867328797147374,-0.48257886876307743,-0.45627807207612375,-0.5009248740031186,-0.5077615130004435,-0.5143621581448425,-0.5191385772015482,-0.5214400668054346,-0.5241360905172611,-0.5283105595006934
L114_S5,-0.49421865475799864,-0.49862268817653477,-0.5031977939600931,-0.507391571247812,-0.5135890179729655,-0.518294921051886,-0.5185652315957625,-0.47932887940738766,-0.5388949827710793,-0.5440225095529065,-0.5493422018938242,-0.5527380953175941,-0.5549152731246826,-0.5569818354168664,-0.558024236358246
L115_S5,-0.45838549922123656,-0.4619504075363137,-0.4645280773529197,-0.4681097967590285,-0.4728564471069399,-0.47633558628986145,-0.4752759387154913,-0.43526957475560174,-0.49405946320478156,-0.49890479756145967,-0.5038671024915051,-0.5077710968379222,-0.511071337824947,-0.5134728552158571,-0.5144464882179431
L116_S5,-0.4512059854774313,-0.4537203368243473,-0.45489209025843275,-0.4570608230039458,-0.45941370264966264,-0.46018085020207544,-0.4573141669371397,-0.42091442627675685,-0.46978252595043307,-0.47215261406776854,-0.4747003588442306,-0.4766490862493842,-0.47800054143224757,-0.47878883119470633,-0.47774831019208774
L117_S5,-0.4703305660211336,-0.47391327254230764,-0.4765010343805323,-0.4792402104523986,-0.48207939379078363,-0.4832040659597785,-0.47995938064050564,-0.43860794737220593,-0.4948427486284831,-0.4968870165890631,-0.4991749216534462,-0.5008138640997453,-0.501596812751146,-0.5011652039757007,-0.5000196438667033
L118_S5,-0.4557772765552658,-0.46179220728818376,-0.4659249074732536,-0.4704672230577489,-0.4756716152554498,-0.4789535507036628,-0.4797898442812291,-0.4531970597663625,-0.4924536053141834,-0.4955067702623155,-0.4991524671903689,-0.5018718182383242,-0.5031570122758339,-0.5038511593671068,-0.503612733457829
