Probe,"[-25, -5)","[-5, 15)","[15, 35)","[35, 55)","[55, 75)","[75, 95)","[95, 115)","[115, 135)","[135, 155)","[155, 175)","[175, 195)","[195, 215)","[215, 235)","[235, 255)","[255, 275)"
L209_S5,-0.32532422356667867,-0.3292670364225938,-0.3321182152564453,-0.3358392076279621,-0.3387565243457479,-0.3409065876114892,-0.34747882560584087,-0.36574573504625263,-0.3401590193286597,-0.339482301551514,-0.3379037600513867,-0.33536010056018817,-0.33181760815568606,-0.32804006000690317,-0.32506663322078466
L210_S5,-0.3552293214721985,-0.36703300201520506,-0.375089026908478,-0.38304578121795635,-0.3894227979918826,-0.3943191081376379,-0.40007218306015885,-0.4011001197739718,-0.4036165973694165,-0.4063352524457013,-0.4086024389955735,-0.41037378609351416,-0.4118232425880748,-0.41286014408948984,-0.4149968739053613
L211_S5,-0.332876924795031,-0.33287180739443506,-0.3312315938390686,-0.3303090892653263,-0.32871814964647367,-0.3256669951390145,-0.32740314734775994,-0.34899733068369826,-0.3062215618486588,-0.30049883788914117,-0.2940117002960217,-0.28744741037078664,-0.2800081168746835,-0.27223711302569936,-0.2648424510586016
L212_S5,-0.3477788633902975,-0.3452836684803818,-0.34229919801090924,-0.340601711253124,-0.33849146803431396,-0.33542879939983994,-0.3367253765317292,-0.35501507755544515,-0.3165515987687604,-0.31229484694188475,-0.3075292870685941,-0.30206375736146646,-0.2962442827741341,-0.2897228118658744,-0.2839237421672696
L213_S5,-0.3786481141668524,-0.3770288801210389,-0.3758891269199336,-0.37547273333956077,-0.37323325978490485,-0.37001387422598525,-0.36938307459611874,-0.37696527963509685,-0.3548810202859425,-0.3511059820769438,-0.34697295729931166,-0.34250365954963724,-0.33738387223107746,-0.3316238680213635,-0.3266026902167416
L214_S5,-0.37887100422611614,-0.38510623729868326,-0.3894587160774297,-0.3935463349630833,-0.39610238586569335,-0.3975163911436319,-0.39903377285959,-0.3978217004106663,-0.3938586780158431,-0.3938790552319812,-0.3938217886748994,-0.39324045567463334,-0.3925373135381274,-0.39131320163174016,-0.38922127026183523
L215_S5,-0.3734766558193493,-0.37946315214717835,-0.38368764910516917,-0.38714896789592007,-0.38966590696542713,-0.39164721561793425,-0.3941111635705964,-0.39573308504168553,-0.391637323115189,-0.3917601424947291,-0.3933253846518677,-0.3936438993797183,-0.39346101375423614,-0.39245509379078125,-0.3922933842537491
L216_S5,-0.32966240027060434,-0.3297937609481597,-0.32899274096420406,-0.32939938782701095,-0.3298248019531292,-0.32933982598796485,-0.33176114001166307,-0.35356791325427744,-0.31749776172570815,-0.31020101488231683,-0.30701443830803454,-0.30263694743953223,-0.29828418543626334,-0.2945199753302876,-0.291423402369104
L217_S5,-0.3572977003249069,-0.360041099719239,-0.36140883306712407,-0.36387100766291103,-0.3639242120062642,-0.3632557020454138,-0.36519688886773244,-0.37604307186890984,-0.35568967859170747,-0.3536561206595396,-0.3504189154365769,-0.34628702987207755,-0.3411555187437432,-0.33639746380473123,-0.3301211414698713
L218_S5,-0.32695295688964676,-0.32459601406740224,-0.3220808401963452,-0.32170504642350667,-0.32052672784343317,-0.31952654489877813,-0.3223223545806913,-0.34647831919550864,-0.30234442177334614,-0.2982909291988163,-0.2922939338706034,-0.2860420683061072,-0.27961767888417705,-0.2741316504826435,-0.2674443435211409
L219_S5,-0.3642584137353065,-0.36296003146508304,-0.3576304343508187,-0.35305768989946806,-0.3516674679233966,-0.3522241360183439,-0.35982243490691695,-0.3727329698920725,-0.3503490961573788,-0.3489886874479294,-0.3463193720347384,-0.3430263204748158,-0.3390418753080591,-0.33515902017818144,-0.33034356371709933
L220_S5,-0.3881107173709137,-0.39469426967812415,-0.3974499044861596,-0.4011973572504773,-0.40392661182327594,-0.4055606669407212,-0.40744550097119464,-0.4045691222432916,-0.40789315571721235,-0.4090771368544631,-0.4089007625764585,-0.40831393359534085,-0.4075579210019258,-0.4070959454544373,-0.4056155812026486
L221_S5,-0.4138943940429845,-0.42051017259696016,-0.4291461741707467,-0.43076438676037376,-0.4361891985207415,-0.439117022292155,-0.4401698026053,-0.4265670919556528,-0.4444530233304836,-0.4470670820588956,-0.4487421975816893,-0.4489322668546452,-0.4484118619886774,-0.44830669662962724,-0.44814152065922885
L222_S5,-0.40442872354452974,-0.4025613028264628,-0.4034609122645311,-0.4031848382976159,-0.4037476566066391,-0.4029353486942968,-0.4029293248292165,-0.4006692362299394,-0.3982129919699624,-0.39877302359686767,-0.3974554019678827,-0.39408287139542714,-0.3905043968440192,-0.3874610261524721,-0.3843220097557802
L223_S5,-0.3440214277582148,-0.3421791029173678,-0.3412216943165521,-0.34112067426412496,-0.33908235790056784,-0.3366764996682153,-0.3374383374711868,-0.355216384007578,-0.31923457642695646,-0.31337169797406594,-0.30670889722116046,-0.2997488905448147,-0.2943526378777837,-0.2881262915369889,-0.2812307909323753
L224_S5,-0.3498543992632574,-0.3520460432487142,-0.35471546574721013,-0.35667743524164136,-0.35781187840405726,-0.35917922749471004,-0.3617766441910777,-0.37446235316608506,-0.3542295101529577,-0.35441339531477745,-0.3542818850309932,-0.35313846719639663,-0.35181222485042957,-0.35119568675794893,-0.34906659080338676
L225_S5,-0.3950223540710167,-0.391064808494147,-0.3900322548816281,-0.3871541661898534,-0.38183070733889984,-0.3828773616687052,-0.37779480270772325,-0.3829269726521337,-0.3646700418820454,-0.3614821011511163,-0.35595153474981717,-0.3520631436615127,-0.3479614040335259,-0.3432777061744523,-0.3390247488094098
L226_S5,-0.36050813512347546,-0.3608055818431505,-0.3622909946182161,-0.3627083225865117,-0.3623516008336483,-0.3611034803644048,-0.35878099727136104,-0.3505512410212269,-0.35269404154808404,-0.34995307995759123,-0.345854243870993,-0.3415483427528608,-0.33632743862256986,-0.3314269638474676,-0.32661239320068103
L227_S5,-0.35237060309742213,-0.3490585275802704,-0.347174723833224,-0.3460573207360501,-0.3451575498540388,-0.34319689792730856,-0.341100776946808,-0.33500043945017444,-0.3331159983558783,-0.3306611844937593,-0.32874715078648215,-0.32469687026492966,-0.3202162439288281,-0.3166044129654287,-0.313835802502532
L228_S5,-0.3583732982255738,-0.35555388227661455,-0.35484836976249096,-0.3537611923450987,-0.3529353487507015,-0.3509837895825916,-0.3496540376440586,-0.3523079200853591,-0.34166256721093735,-0.33933667181012206,-0.33613867886448406,-0.3319138544296682,-0.3276881248366118,-0.3252575531479884,-0.32293720143775984
L229_S5,-0.3375934011408261,-0.34095007902438085,-0.3432999920051714,-0.3443557458552391,-0.34533312855715426,-0.3450304535279859,-0.33929718255325453,-0.3059299355478693,-0.34916966638146035,-0.350063111317754,-0.34992251141354525,-0.3488916497998176,-0.34828120612515345,-0.34818206457523354,-0.3480246396049631
L230_S5,-0.37919920472622454,-0.3791961320751901,-0.3804069714662241,-0.379417372052561,-0.3772487784902906,-0.3730657147645458,-0.36532328427844313,-0.3170944011316506,-0.3801425890603672,-0.3820976091533768,-0.3815416032069117,-0.3827959218692154,-0.3840144325525191,-0.38640124075320226,-0.38909139955372224
L231_S5,-0.32387952790732283,-0.32972700593016263,-0.33390751360982307,-0.33573870727858635,-0.33636510864418007,-0.33399643622337494,-0.3243469517283017,-0.2659957071779232,-0.3401000887638671,-0.3413148091306953,-0.34146519828447847,-0.34202284307919356,-0.3424207551742115,-0.34275617620034965,-0.3431022412141293
L232_S5,-0.3476214089447626,-0.34796575708018157,-0.3477678860490745,-0.3482432033349738,-0.3472417028251545,-0.3430898588080176,-0.3353327564376719,-0.30541034068594786,-0.33432489341419297,-0.3304322221781265,-0.32659954178215445,-0.32441580185199387,-0.32255343834118394,-0.3201053539723421,-0.31906720361266916
L233_S5,-0.3395585144156187,-0.347212248383886,-0.3516488616899255,-0.35533194349525665,-0.35864587724385566,-0.3588066333084762,-0.35268071577239285,-0.30381792378735745,-0.3676452169240047,-0.36771505408268945,-0.36660136580936636,-0.36606208756535014,-0.36653709300133924,-0.36680433384002,-0.37115431416653233
L234_S5,-0.34697625469065535,-0.34174199471733224,-0.33638987518382635,-0.33150036495835855,-0.3254513728144697,-0.31666426982338924,-0.30574563430892926,-0.28389735867303495,-0.28960805345754703,-0.28086228537068175,-0.27184513551311507,-0.26317131048047054,-0.2546824303612554,-0.24534258771395884,-0.2371859612975772
L235_S5,-0.4079653139802777,-0.4050687310367085,-0.40388816745459494,-0.4020048255747725,-0.39937085095445807,-0.3970432945782164,-0.3956089870304547,-0.3935416230349324,-0.3856182207056789,-0.3824212308009144,-0.3784573223142139,-0.3751075954501996,-0.3717098142115481,-0.36795915021124725,-0.36428833345428363
L236_S5,-0.3949722549292556,-0.3916089076134381,-0.3905701147555498,-0.38878036580863246,-0.3861247884098053,-0.3835008032566361,-0.3828498622774018,-0.38442287943565806,-0.3690628243992932,-0.3643032728635249,-0.35873669011652,-0.353416377537277,-0.3486266234328579,-0.3428679326233717,-0.33743495221009584
L237_S5,-0.4072864194878416,-0.4040207686993848,-0.40308093165708403,-0.40104660672641357,-0.39767668529506994,-0.3933819030244574,-0.3903677402090707,-0.38934781985296985,-0.37519896945832193,-0.3691883416331041,-0.3621882618695547,-0.35498120224075713,-0.3490582010128213,-0.3421076848477119,-0.3351368377832001
L238_S5,-0.44248771237953505,-0.44224670379956477,-0.44388335632154874,-0.44438738239472825,-0.4434039637877021,-0.44146126071387665,-0.4386523008180256,-0.4222104888826191,-0.43544237627768284,-0.43269180847527783,-0.43084518856392123,-0.42809214936066886,-0.42541483148224607,-0.42215645389025763,-0.4196140014937916
L239_S5,-0.41687375933057325,-0.42033917001661153,-0.42506718046686,-0.42819989508664646,-0.4299688164858481,-0.43119204200206157,-0.43205324940493584,-0.4200731310312818,-0.4342392105798341,-0.43503725636580615,-0.436083494021826,-0.43652499126675925,-0.4367647008603484,-0.436220277492188,-0.43554630112241005
L240_S5,-0.41189349566693395,-0.4171651060786965,-0.4230415092003988,-0.4269193820144272,-0.4297417459515306,-0.43125414103310056,-0.4315120954009951,-0.4187595211317712,-0.4325588710031787,-0.43348387245762604,-0.43345872767710425,-0.43399537555033624,-0.4338771674116724,-0.4338893578120151,-0.43425057957480007
L241_S5,-0.41657725420586467,-0.419990763689805,-0.424391064738116,-0.4264601993836584,-0.4273376683242573,-0.42706817608556485,-0.4248623344518717,-0.4133525175639526,-0.41924220032018583,-0.4166604011103867,-0.41285034224274464,-0.4083747264824084,-0.4033399487545855,-0.40047342708066486,-0.39892649335145036
L242_S5,-0.40401054907554423,-0.40070496465476363,-0.39975654732855004,-0.3981009068309159,-0.39531565821519526,-0.3897826105017374,-0.3850856230153611,-0.3866723449964155,-0.3732992772238274,-0.36968833707854964,-0.36589485216753936,-0.3625471533676239,-0.3592662527288263,-0.35292220945647235,-0.3484650057991393
L243_S5,-0.4091298634183572,-0.40932916430860317,-0.4110962033437507,-0.4121449642738621,-0.4129646943918202,-0.4126285171839739,-0.41193821449202284,-0.40518717691957346,-0.40920517926391414,-0.4081580513754566,-0.4072896548506576,-0.4068217445491363,-0.405911561204979,-0.40336160838039636,-0.4024509156716198
L244_S5,-0.40943863772063993,-0.40614138358616814,-0.40444743468668265,-0.40268840122699245,-0.4000748540236806,-0.3961158945752,-0.3926693476579991,-0.3899371164646612,-0.3776863303806093,-0.3723590247248532,-0.36650753823150733,-0.3620237029244315,-0.3580918338826309,-0.35457650861630796,-0.3502981233803202
L245_S5,-0.4142093029340542,-0.41356582182066315,-0.4142564645930117,-0.4139314446222492,-0.41264308147890205,-0.4101445559424146,-0.40678097899153043,-0.4000969994870728,-0.3932947452499807,-0.38824965667306555,-0.38162420355323196,-0.3761679181428201,-0.371792093390462,-0.3667290693102297,-0.3620073858451269
L246_S5,-0.40178471577730096,-0.4010862912644181,-0.401696589162347,-0.40206460595500465,-0.40160188226375687,-0.4002920544125717,-0.39893159692877606,-0.39563560007697235,-0.3925843045522033,-0.39033944346203925,-0.3870718166848222,-0.3837070256572154,-0.37981120845988997,-0.37652790289070864,-0.37469142500416097
L247_S5,-0.38518349608801494,-0.38330659516966664,-0.3835306618119516,-0.3830241216599012,-0.38156396277070515,-0.3799333773419492,-0.37977625890676775,-0.38366932065842485,-0.36788666854364105,-0.3653032637544159,-0.36278811681176426,-0.359959113318175,-0.3577130391721594,-0.3533144973087128,-0.34800299448694433
L248_S5,-0.41239039735868693,-0.40784043596203856,-0.4060619062817045,-0.40392299603613485,-0.4026089274215297,-0.40036967820137037,-0.39812251492847867,-0.39484012276491254,-0.38564768598807525,-0.3810482659612363,-0.3758189229026238,-0.3698233513834022,-0.36505529156222033,-0.3614620727204587,-0.35782241423369326
L249_S5,-0.4064654070218382,-0.4087082511960003,-0.4113423879626601,-0.4139868930908703,-0.4158549899661824,-0.41693868019358754,-0.41783414412936304,-0.41001901919558403,-0.41862506634999674,-0.4196498560795148,-0.42124590559834857,-0.42206496884282474,-0.4231327485953893,-0.42370279786594967,-0.42396989489923603
L250_S5,-0.4610867631504781,-0.4599706183039352,-0.46161310874931116,-0.46265765280539134,-0.4626872325087095,-0.4615445776073921,-0.45833516938653274,-0.43605627842083744,-0.4610919046036588,-0.4608808720840358,-0.4619133440667824,-0.462572769580188,-0.4625460277324789,-0.4618010946475884,-0.4610315616311317
L251_S5,-0.43773749579541105,-0.43662099324178505,-0.43787680840946175,-0.4385141766324992,-0.43815095287670464,-0.43585437188506737,-0.43064776271218347,-0.4160201936233298,-0.425024761990459,-0.42545320127398184,-0.4260407354104755,-0.42625730949644697,-0.425500215535836,-0.4251305431886387,-0.42407364218905047
L252_S5,-0.4282431972159499,-0.4245666830056583,-0.42363734733602015,-0.42255801340444626,-0.42046393092296325,-0.4176544532355632,-0.41643698288282527,-0.40771739917870503,-0.4098174023537038,-0.40795255162927013,-0.4053401262884767,-0.4031346954243875,-0.4010819286464677,-0.3992988442672706,-0.3955401519565735
L259_S5,-0.1676407533837359,-0.1498286335941927,-0.1291309692063207,-0.11710366274081765,-0.10648109443484283,-0.08625725444843295,-0.06171469602278438,-0.06161409183325,-0.008733522935118738,0.004262140029916304,0.01148287376171939,0.021219394257755028,0.025855416113661774,0.030463141331000664,0.028395158493180226
L260_S5,-0.19942405788956483,-0.19878932425968088,-0.1940068601017499,-0.19067598316016013,-0.18723716832738935,-0.17849474285416497,-0.16356063642317642,-0.1420967038508355,-0.15013823163501125,-0.14405204292830326,-0.13871342587254076,-0.12959986337680346,-0.12088484216724087,-0.11464231061807992,-0.1136527944638379
L261_S5,-0.10384409729256276,-0.10358478071595474,-0.09839446274617751,-0.09589462349323453,-0.09405890118942418,-0.08630464581422585,-0.07362311154446752,-0.06717365937084471,-0.052358510482968565,-0.03832323256954934,-0.024617487305800826,-0.008044880444159009,0.014441120586032533,0.024091504723196027,0.029368442420647654
L262_S5,-0.1332993253536972,-0.11927678220677077,-0.10365710496199472,-0.09250966776037886,-0.08267920649375347,-0.06957304241178813,-0.05619416832384215,-0.057614771155890226,-0.03303910699179698,-0.023679353018475395,-0.017877138657042543,-0.010293427747646126,-0.00554418148468289,-0.001773645100301258,0.009484789178523037
L263_S5,-0.16945556923324515,-0.17462309329244352,-0.174309414669226,-0.17488616533797058,-0.17375390570785473,-0.16473735620148908,-0.13976272684847943,-0.03389472954187005,-0.18419927960506327,-0.18690683054934384,-0.1897500146120568,-0.19005562625247563,-0.19084154971076944,-0.19235787923712575,-0.19456896306864185
L264_S5,-0.12105775342909159,-0.11794533965603475,-0.1090142963430453,-0.10296430324242885,-0.09532424963158793,-0.07569469952421007,-0.03772076003267379,0.09965918469041485,-0.08269301870995564,-0.08417232948443111,-0.07985466453100358,-0.07388989328247264,-0.07035223059674156,-0.06616739194646072,-0.06099992530796522
L265_S5,-0.38683983506052483,-0.38443320040490475,-0.3823889360430963,-0.38025949566974443,-0.37671106871199955,-0.3722355487706563,-0.3662209187521126,-0.35560681129125443,-0.3535935511412377,-0.34761895882472665,-0.3415494025210186,-0.33460532133893345,-0.32488054191084265,-0.31718296152270586,-0.3106091871509665
L266_S5,-0.37865833848149755,-0.3762982327322766,-0.373880403145354,-0.37180793611663276,-0.36773207513008066,-0.36275564142704725,-0.3569970812052236,-0.3439705184782612,-0.3484207571205545,-0.3449304719878085,-0.34085331416562037,-0.33537668043847935,-0.329652734287848,-0.3244798196734885,-0.3195986285792004
